respondent_id,start_date,end_date,dbt_used_at_org,personal_dbt_experience,job_title,base_salary_usd,company_headquarters,company_industry,organization_size,org_data_infrastructure_proportion,org_data_analysis_proportion,multiselect_time_spent_platform,multiselect_time_spent_datasets,multiselect_time_spent_reports_dashboards,multiselect_time_spent_ml_models,multiselect_time_spent_mentorship_direct_reports,multiselect_time_spent_other_free_text,rate_org_marketing_analytics,rate_org_product_analytics,rate_org_financial_analytics,rate_org_data_quality_transparency,rate_org_cross_team_alignment_data_ownership,rate_org_data_team_productivity_agility,rate_org_enabling_self_service,how_do_you_distribute_data_team_work,how_do_you_distribute_data_team_work_other_free_text,how_is_your_team_measured,how_is_your_team_measured_other_free_text,agreement_org_sets_clear_goals_responsibilities_roadmap,agreement_org_values_data_team,multiselect_economic_impact_reduced_headcount,multiselect_economic_impact_downgraded_open_headcount,multiselect_economic_impact_reduced_tooling_budget,multiselect_economic_impact_increased_headcount,multiselect_economic_impact_upgraded_open_headcount,multiselect_economic_impact_increased_tooling_budget,multiselect_economic_impact_no_change,multiselect_economic_impact_not_sure,investment_plan_next_12m_data_warehouse_lakehouse,investment_plan_next_12m_extract_load,investment_plan_next_12m_transform_model,investment_plan_next_12m_reverse_etl,investment_plan_next_12m_data_quality_observability,investment_plan_next_12m_data_orchestration,investment_plan_next_12m_bi_tools,multiselect_data_prep_challenge_poor_source_quality,multiselect_data_prep_challenge_input_data_inconsistent,multiselect_data_prep_challenge_ambiguous_quality_ownership,multiselect_data_prep_challenge_transform_slow_build_update,multiselect_data_prep_challenge_transform_location_reuse,multiselect_data_prep_challenge_docs_dependency_mgmt,multiselect_data_prep_challenge_stakeholders_dont_use_trust,multiselect_data_prep_challenge_data_not_where_org_needs,multiselect_data_prep_challenge_none_of_above,multiselect_data_prep_challenge_other_free_text,biggest_mds_problem_metadata_sharing_across_tools,biggest_mds_problem_team_tool_collab_clarity,biggest_mds_problem_producer_consumer_coordination_handoff,biggest_mds_problem_tools_learning_curve,biggest_mds_problem_implementing_best_practice_across_tools,biggest_mds_problem_other_free_text
118143125390,10/05/2022 10:30:27 AM,10/05/2022 10:34:23 AM,Yes - we use both dbt Core and dbt Cloud,< 1 year,Data Analyst,$101k to $150k,North America,Technology / Software,"501-1,000",6-10%,2-5%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,N/A - not relevant for my org,Very well,N/A - not relevant for my org,Very well,Somewhat well,Very well,Very well,Each team member specializes by business area (e.g. supports Sales vs. Product),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Strongly agree,,,,,,,No change,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,,
118143116399,10/05/2022 10:21:19 AM,10/05/2022 10:25:16 AM,Yes - we use dbt Core / open source,1-2 years,Analytics Engineer,$151k to $200k,North America,Technology / Software,Less than 100,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,,,Somewhat badly,Somewhat badly,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Very badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Qualitative evaluations (e.g. performance ratings from stakeholders),,Strongly disagree,Somewhat agree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,No change,,No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),No change (no current investment),Increasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,Stakeholders don’t use / don’t trust data provided,,,,,,Coordination and handoffs between data producers and data consumers,,,
118143097318,10/05/2022 10:00:13 AM,10/05/2022 10:04:58 AM,Yes - we use both dbt Core and dbt Cloud,< 1 year,Data Engineer,$101k to $150k,North America,Consulting / Professional Services,Less than 100,11-20%,11-20%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,,N/A - not relevant for my org,,,Very badly,,Very badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,,,,,,Increased open headcount,,,,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,Transformations are too time-consuming to build and update,,,,,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,Tools don't support decoupling in order to scale and prevent duplicate work (spaghetti dags)
118143088107,10/05/2022 9:50:10 AM,10/05/2022 9:54:31 AM,Yes - we use dbt Cloud,< 1 year,Data Engineer,$151k to $200k,North America,Other,101-500,2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,,N/A - not relevant for my org,N/A - not relevant for my org,Somewhat well,Somewhat well,Somewhat badly,Very well,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,Somewhat agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),No change (maintain current investment),Source data quality is poor,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,Transformations are hard to locate and re-use.,,,,,,,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,,
118143075411,10/05/2022 9:35:50 AM,10/05/2022 9:41:15 AM,Yes - we use dbt Core / open source,1-2 years,Analytics Engineer,$101k to $150k,North America,Manufacturing,101-500,2-5%,6-10%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,Somewhat badly,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Strongly agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,Transformations are hard to locate and re-use.,Managing data documentation and dependencies are too time-consuming,,,,,,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118143074529,10/05/2022 9:18:02 AM,10/05/2022 9:39:47 AM,Yes - we use both dbt Core and dbt Cloud,More than 2 years,Analytics Engineer,$151k to $200k,North America,Consulting / Professional Services,Less than 100,21-50%,21-50%,,Build / maintain data sets to ease analysis,,,Mentor / enable direct reports who do a combination of work described above,,Very well,Very well,Very well,Very well,Very well,Very well,Somewhat well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Not sure,Completion of consulting Statement-of-Work (SOW),Strongly agree,Strongly agree,,,,,,,No change,Not sure,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,No change (no current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,,,,,,Onboarding learning curve is steep - once you are over that the top challenge becomes understanding the business model
118143064173,10/05/2022 9:21:29 AM,10/05/2022 9:28:08 AM,Yes - we use dbt Core / open source,< 1 year,Software Engineer,Under $50k,Asia & Pacific,Technology / Software,101-500,6-10%,21-50%,"Build / maintain platforms for hosting, moving, accessing data",,,,,,N/A - not relevant for my org,Very well,N/A - not relevant for my org,Somewhat well,Somewhat badly,Somewhat well,Somewhat well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Strongly agree,Strongly agree,,,,Increased open headcount,,,,,Increasing investment,Increasing investment,Increasing investment,No change (no current investment),Increasing investment,No change (maintain current investment),Increasing investment,,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,Transformations are hard to locate and re-use.,,,,,,,No clear understanding of how teams should collaborate in a given tool,,,Implementing best practices across all the different tools,
118143053899,10/05/2022 9:09:34 AM,10/05/2022 9:16:50 AM,Yes - we use dbt Core / open source,< 1 year,People Manager/Director - Data Analytics,$101k to $150k,Europe,Consumer Packaged Goods,"501-1,000",2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",,,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Somewhat well,Very well,Very well,Somewhat well,Very well,Somewhat badly,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Somewhat agree,,,,,,,No change,,Increasing investment,No change (maintain current investment),Increasing investment,No change (no current investment),Increasing investment,No change (maintain current investment),Increasing investment,,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,,,,,,,Coordination and handoffs between data producers and data consumers,,Implementing best practices across all the different tools,
118143052268,10/05/2022 9:10:24 AM,10/05/2022 9:15:23 AM,Yes - we use dbt Core / open source,< 1 year,Analytics Engineer,$51k to $100k,Europe,Media / Entertainment,"1,001 – 5,000",2-5%,2-5%,,,,,Mentor / enable direct reports who do a combination of work described above,,Somewhat well,Very well,Somewhat well,Very badly,Somewhat badly,Very badly,Very badly,Each team member specializes by business area (e.g. supports Sales vs. Product),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Somewhat agree,No opinion,,,Reduced budget for tooling (new or existing),Increased open headcount,,,,,Increasing investment,Increasing investment,No change (maintain current investment),Increasing investment,Increasing investment,No change (maintain current investment),No change (maintain current investment),,,,Transformations are too time-consuming to build and update,Transformations are hard to locate and re-use.,Managing data documentation and dependencies are too time-consuming,,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
118143052117,10/05/2022 9:11:54 AM,10/05/2022 9:14:54 AM,Yes - we use both dbt Core and dbt Cloud,More than 2 years,Other,$151k to $200k,North America,Technology / Software,Less than 100,6-10%,6-10%,"Build / maintain platforms for hosting, moving, accessing data",Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Somewhat well,Very well,Somewhat badly,Somewhat well,Somewhat badly,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Progress to financial goals (e.g. amount of money saved or business closed),,Strongly agree,Somewhat agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,Increasing investment,,,,,,,,,,Time poor,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,,
118143052096,10/05/2022 9:10:01 AM,10/05/2022 9:14:53 AM,Yes - we use both dbt Core and dbt Cloud,1-2 years,Other,$51k to $100k,Europe,Other,101-500,2-5%,2-5%,,Build / maintain data sets to ease analysis,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Somewhat badly,Somewhat badly,Somewhat well,Somewhat well,Very well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Not sure,,Strongly agree,Somewhat agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Increasing investment,No change (maintain current investment),Not sure,No change (maintain current investment),Source data quality is poor,,,,Transformations are hard to locate and re-use.,Managing data documentation and dependencies are too time-consuming,,,,,No effective way to share metadata across tools,,,,Implementing best practices across all the different tools,
